t	heroX	heroY	hp	enemies	gems	nearest	level
9568	515.5	290.0	7	16	9	230.6	1
9574	515.5	290.0	7	16	9	230.7	1
9580	515.5	290.0	7	16	9	230.8	1
9587	515.5	290.0	7	16	9	230.9	1
9593	515.5	290.0	7	16	9	231.0	1
9600	515.5	290.0	7	16	9	231.1	1
9607	515.5	290.0	7	16	9	231.1	1
9613	515.5	290.0	7	16	9	231.2	1
9620	515.5	290.0	7	16	9	231.2	1
9626	515.5	290.0	7	16	9	231.3	1
9633	515.5	290.0	7	16	9	231.3	1
9639	515.5	290.0	7	16	9	231.3	1
9645	515.5	290.0	7	16	9	231.4	1
9652	515.5	290.0	7	16	9	231.4	1
9659	515.5	290.0	7	16	9	231.4	1
9665	515.5	290.0	7	16	9	231.3	1
9672	515.5	290.0	7	16	9	231.3	1
9678	515.5	290.0	7	16	9	231.3	1
9685	515.5	290.0	7	16	9	231.3	1
9691	515.5	290.0	7	16	9	231.2	1
9697	515.5	290.0	7	16	9	231.2	1
9704	515.5	290.0	7	16	9	231.1	1
9710	515.5	290.0	7	16	9	231.1	1
9717	515.5	290.0	7	16	9	231.0	1
9723	515.5	290.0	7	16	9	231.0	1
9729	515.5	290.0	7	16	9	230.9	1
9736	515.5	290.0	7	16	9	230.8	1
9742	515.5	290.0	7	16	9	230.7	1
9749	515.5	290.0	7	16	9	230.6	1
9756	515.5	290.0	7	16	9	230.5	1
9762	515.5	290.0	7	16	9	230.4	1
9769	515.5	290.0	7	16	9	230.3	1
9775	515.5	290.0	7	16	10	234.9	1
9783	515.5	290.0	7	15	10	234.6	1
9789	515.5	290.0	7	15	10	234.3	1
9795	515.5	290.0	7	15	10	234.1	1
9802	515.5	290.0	7	15	10	233.8	1
9808	515.5	290.0	7	15	10	233.6	1
9815	515.5	290.0	7	15	10	233.3	1
9821	515.5	290.0	7	15	10	233.1	1
9827	515.5	290.0	7	15	10	232.8	1
9834	515.5	290.0	7	15	10	232.6	1
9840	515.5	290.0	7	15	10	232.3	1
9846	515.5	290.0	7	16	10	232.1	1
9853	515.5	290.0	7	16	10	231.8	1
9859	515.5	290.0	7	16	10	231.6	1
9865	515.5	290.0	7	16	10	231.3	1
9872	515.5	290.0	7	16	10	231.0	1
9878	515.5	290.0	7	16	10	230.8	1
9884	515.5	290.0	7	16	10	230.6	1
9890	515.5	290.0	7	16	10	230.3	1
9896	515.5	290.0	7	16	10	230.1	1
9903	515.5	290.0	7	16	10	229.8	1
9909	515.5	290.0	7	16	10	229.6	1
9916	515.5	290.0	7	16	10	229.3	1
9923	515.5	290.0	7	16	10	229.0	1
9929	515.5	290.0	7	16	10	228.8	1
9937	515.5	290.0	7	16	10	228.5	1
9943	515.5	290.0	7	16	10	228.2	1
9949	515.5	290.0	7	16	10	227.9	1
9956	515.5	290.0	7	16	10	227.7	1
9961	515.5	290.0	7	16	10	227.5	1
9968	515.5	290.0	7	16	10	227.2	1
9974	515.5	290.0	7	16	10	227.0	1
9981	515.5	290.0	7	16	10	226.7	1
9988	515.5	290.0	7	16	10	226.4	1
9994	515.5	290.0	7	16	10	226.2	1
10002	515.5	290.0	7	16	10	225.8	1
10009	515.5	290.0	7	16	10	225.5	1
10021	515.5	290.0	7	16	10	225.1	1
10028	515.5	290.0	7	16	10	224.8	1
10038	515.5	290.0	7	16	10	224.4	1
10044	515.5	290.0	7	16	10	224.2	1
10051	515.5	290.0	7	16	10	223.9	1
10057	515.5	290.0	7	16	10	223.6	1
10063	515.5	290.0	7	16	10	223.4	1
10070	515.5	290.0	7	16	10	223.1	1
10076	515.5	290.0	7	16	10	222.9	1
10083	515.5	290.0	7	16	10	222.6	1
10089	515.5	290.0	7	16	10	222.4	1
10095	515.5	290.0	7	16	10	222.1	1
10102	515.5	290.0	7	16	10	221.8	1
10108	515.5	290.0	7	16	10	221.6	1
10115	515.5	290.0	7	16	10	221.4	1
10121	515.5	290.0	7	16	10	222.0	1
10127	515.5	290.0	7	16	10	222.4	1
10137	515.5	290.0	7	16	10	223.1	1
10144	515.5	290.0	7	16	10	223.6	1
10152	515.5	290.0	7	16	10	224.1	1
10159	515.5	290.0	7	16	10	224.6	1
10170	515.5	290.0	7	16	10	225.2	1
10176	515.5	290.0	7	16	10	225.5	1
10184	515.5	290.0	7	16	10	225.9	1
10191	515.5	290.0	7	16	10	226.2	1
10199	515.5	290.0	7	16	10	226.6	1
10207	515.5	290.0	7	16	10	226.2	1
10214	515.5	290.0	7	16	10	226.0	1
10222	515.5	290.0	7	16	10	225.7	1
10228	515.5	290.0	7	16	10	225.4	1
10234	515.5	290.0	7	16	10	225.2	1
10241	515.5	290.0	7	16	10	224.9	1
10247	515.5	290.0	7	16	10	224.7	1
10253	515.5	290.0	7	16	10	224.4	1
10259	515.5	290.0	7	16	10	224.2	1
10265	515.5	290.0	7	16	10	224.0	1
10271	515.5	290.0	7	16	10	223.7	1
10277	515.5	290.0	7	16	10	223.5	1
10283	515.5	290.0	7	16	10	223.3	1
10289	515.5	290.0	7	16	10	223.1	1
10295	515.5	290.0	7	16	10	222.8	1
10302	515.5	290.0	7	16	10	222.6	1
10308	515.5	290.0	7	17	10	222.3	1
10314	515.5	290.0	7	17	10	222.1	1
10321	515.5	290.0	7	17	10	221.8	1
10327	515.5	290.0	7	17	10	221.6	1
10334	515.5	290.0	7	17	10	221.3	1
10340	515.5	290.0	7	17	10	221.1	1
10346	515.5	290.0	7	17	10	220.9	1
10353	515.5	290.0	7	17	10	220.6	1
10359	515.5	290.0	7	17	10	220.4	1
10365	515.5	290.0	7	17	10	220.1	1
10372	515.5	290.0	7	17	10	219.9	1
10378	515.5	290.0	7	17	10	219.7	1
10384	515.5	290.0	7	17	10	219.4	1
10390	515.5	290.0	7	17	10	219.2	1
10396	515.5	290.0	7	17	10	219.0	1
10403	515.5	290.0	7	17	10	218.7	1
10409	515.5	290.0	7	17	10	218.5	1
10416	515.5	290.0	7	17	10	218.2	1
10422	515.5	290.0	7	17	10	217.9	1
10428	515.5	290.0	7	17	10	217.7	1
10435	515.5	290.0	7	17	10	217.5	1
10441	515.5	290.0	7	17	10	217.2	1
10447	515.5	290.0	7	17	10	217.0	1
10453	515.5	290.0	7	17	10	216.8	1
10459	515.5	290.0	7	17	10	216.5	1
10466	515.5	290.0	7	17	10	216.3	1
10472	515.5	290.0	7	17	10	216.0	1
10478	515.5	290.0	7	17	11	215.8	1
10486	515.5	290.0	7	16	11	215.5	1
10492	515.5	290.0	7	16	11	215.3	1
10498	515.5	290.0	7	16	11	215.0	1
10504	515.5	290.0	7	16	11	214.8	1
10510	515.5	290.0	7	16	11	214.6	1
10516	515.5	290.0	7	16	11	214.3	1
10523	515.5	290.0	7	16	11	214.1	1
10530	515.5	290.0	7	16	11	213.8	1
10538	515.5	290.0	7	16	11	213.5	1
10544	515.5	290.0	7	16	11	213.3	1
10551	515.5	290.0	7	16	11	213.0	1
10557	515.5	290.0	7	16	11	212.8	1
10563	515.5	290.0	7	16	11	212.6	1
10569	515.5	290.0	7	16	11	212.3	1
10575	515.5	290.0	7	16	11	212.1	1
10581	515.5	290.0	7	16	11	211.8	1
10588	515.5	290.0	7	16	11	211.6	1
10594	515.5	290.0	7	16	11	211.4	1
10601	515.5	290.0	7	16	11	211.1	1
10607	515.5	290.0	7	16	11	210.9	1
10613	515.5	290.0	7	16	11	210.6	1
10619	515.5	290.0	7	16	11	210.4	1
10625	515.5	290.0	7	16	11	210.2	1
10631	515.5	290.0	7	16	11	209.9	1
10637	515.5	290.0	7	16	11	209.7	1
10643	515.5	290.0	7	16	11	209.5	1
10650	515.5	290.0	7	16	11	209.2	1
10657	515.5	290.0	7	16	11	208.9	1
10663	515.5	290.0	7	16	11	208.7	1
10671	515.5	290.0	7	16	11	208.4	1
10677	515.5	290.0	7	16	11	208.1	1
10685	515.5	290.0	7	16	11	207.9	1
10691	515.5	290.0	7	16	11	207.6	1
10696	515.5	290.0	7	16	11	207.4	1
10703	515.5	290.0	7	16	11	207.2	1
10709	515.5	290.0	7	16	11	206.9	1
10715	515.5	290.0	7	16	11	206.7	1
10721	515.5	290.0	7	16	11	206.4	1
10728	515.5	290.0	7	16	11	206.2	1
10734	515.5	290.0	7	16	11	206.0	1
10740	515.5	290.0	7	16	11	205.7	1
10746	515.5	290.0	7	16	11	205.5	1
10752	515.5	290.0	7	16	11	205.3	1
10759	515.5	290.0	7	16	11	205.0	1
10765	515.5	290.0	7	16	11	204.8	1
10772	515.5	290.0	7	16	11	204.5	1
10777	515.5	290.0	7	17	11	204.3	1
10784	515.5	290.0	7	17	11	204.0	1
10791	515.5	290.0	7	17	11	203.8	1
10798	515.5	290.0	7	17	11	204.3	1
10806	515.5	290.0	7	17	11	205.0	1
10812	515.5	290.0	7	17	11	205.4	1
10819	515.5	290.0	7	17	11	205.1	1
10825	515.5	290.0	7	17	11	204.9	1
10832	515.5	290.0	7	17	11	204.6	1
10838	515.5	290.0	7	17	11	204.4	1
10844	515.5	290.0	7	17	11	204.2	1
10851	515.5	290.0	7	17	11	203.9	1
10857	515.5	290.0	7	17	11	203.7	1
10863	515.5	290.0	7	17	11	203.4	1
10870	515.5	290.0	7	17	11	203.2	1
10877	515.5	290.0	7	17	11	202.9	1
10886	515.5	290.0	7	17	11	202.6	1
10892	515.5	290.0	7	17	11	202.3	1
10899	515.5	290.0	7	17	11	202.1	1
10906	515.5	290.0	7	17	11	201.8	1
10912	515.5	290.0	7	17	11	201.6	1
10919	515.5	290.0	7	17	11	201.3	1
10925	515.5	290.0	7	17	11	201.1	1
10931	515.5	290.0	7	17	11	200.8	1
10938	515.5	290.0	7	17	11	200.6	1
10943	515.5	290.0	7	17	11	200.4	1
10950	515.5	290.0	7	17	11	200.1	1
10956	515.5	290.0	7	17	11	199.9	1
10962	515.5	290.0	7	17	11	199.7	1
10969	515.5	290.0	7	17	11	199.4	1
10975	515.5	290.0	7	17	11	199.2	1
10981	515.5	290.0	7	17	11	199.0	1
10987	515.5	290.0	7	17	11	198.7	1
10993	515.5	290.0	7	17	11	198.5	1
11000	515.5	290.0	7	17	11	198.2	1
11006	515.5	290.0	7	17	11	198.0	1
11012	515.5	290.0	7	17	11	197.8	1
11020	515.5	290.0	7	17	11	197.5	1
11026	515.5	290.0	7	17	11	197.3	1
11035	515.5	290.0	7	17	11	196.9	1
11042	515.5	290.0	7	17	11	196.6	1
11049	515.5	290.0	7	17	11	196.4	1
11056	515.5	290.0	7	17	11	196.1	1
11062	515.5	290.0	7	17	11	195.9	1
11068	515.5	290.0	7	17	11	195.7	1
11074	515.5	290.0	7	17	11	195.4	1
11080	515.5	290.0	7	17	11	195.2	1
11086	515.5	290.0	7	17	11	195.0	1
11092	515.5	290.0	7	17	11	194.7	1
11099	515.5	290.0	7	17	11	194.5	1
11105	515.5	290.0	7	17	11	194.3	1
11111	515.5	290.0	7	17	11	194.0	1
11118	515.5	290.0	7	17	11	193.8	1
11124	515.5	290.0	7	17	11	193.5	1
11129	515.5	290.0	7	17	11	193.3	1
11136	515.5	290.0	7	17	11	193.1	1
11142	515.5	290.0	7	17	11	192.9	1
11149	515.5	290.0	7	17	11	192.6	1
11156	515.5	290.0	7	17	12	192.3	1
11162	516.2	289.3	7	16	12	191.2	1
11171	517.1	288.4	7	16	12	189.7	1
11177	517.8	287.7	7	16	12	188.6	1
11185	518.6	286.9	7	16	12	187.2	1
11191	519.2	286.3	7	16	12	186.0	1
11197	519.7	285.8	7	16	12	185.0	1
11203	520.3	285.2	7	16	12	183.9	1
11209	520.8	284.7	7	16	12	182.8	1
11216	521.4	284.1	7	16	12	181.7	1
11222	521.9	283.6	7	16	12	180.5	1
11228	522.3	283.2	7	16	12	179.5	1
11235	522.8	282.7	7	17	12	178.3	1
11244	523.4	282.1	7	17	12	176.7	1
11250	523.9	281.6	7	17	12	175.6	1
11256	524.3	281.2	7	17	12	174.5	1
11262	524.6	280.9	7	17	12	173.5	1
11269	525.0	280.5	7	17	12	172.4	1
11274	525.3	280.2	7	17	12	171.4	1
11281	525.7	279.8	7	17	12	170.3	1
11287	526.0	279.5	7	17	12	169.2	1
11293	526.3	279.2	7	17	12	168.2	1
11299	526.6	278.9	7	17	12	167.1	1
11305	526.9	278.6	7	17	12	166.1	1
11311	527.2	278.3	7	17	12	165.1	1
11318	527.4	278.1	7	17	12	164.0	1
11324	527.7	277.8	7	17	12	162.9	1
11329	527.9	277.6	7	17	12	161.9	1
11336	528.2	277.3	7	17	12	160.8	1
11343	528.4	277.1	7	17	12	159.7	1
11349	528.6	276.9	7	17	12	158.6	1
11356	528.9	276.6	7	17	12	157.5	1
11362	529.1	276.4	7	17	12	156.5	1
11369	529.3	276.2	7	17	12	155.3	1
11375	529.5	276.0	7	17	12	154.3	1
11384	529.7	275.8	7	17	12	152.8	1
11390	529.9	275.6	7	17	12	151.8	1
11396	530.0	275.5	7	17	12	150.8	1
11403	530.2	275.3	7	17	12	149.7	1
11409	530.4	275.1	7	17	12	148.8	1
11415	530.5	275.0	7	17	12	147.7	1
11422	530.7	274.8	7	17	12	146.6	1
11428	530.8	274.7	7	17	12	145.7	1
11434	530.9	274.6	7	17	12	144.6	1
11440	531.0	274.5	7	17	12	143.6	1
11447	531.2	274.3	7	17	12	142.6	1
11454	531.3	274.2	7	17	12	141.5	1
11460	531.4	274.1	7	17	12	141.3	1
11467	531.5	274.0	7	17	12	141.0	1
11473	531.6	273.9	7	17	12	140.7	1
11479	531.7	273.8	7	17	12	140.5	1
11485	531.8	273.7	7	17	12	140.2	1
11491	531.9	273.6	7	17	12	139.9	1
11498	532.0	273.5	7	17	12	139.5	1
11504	532.1	273.4	7	17	12	139.2	1
11510	532.2	273.3	7	17	12	138.8	1
11517	532.2	273.3	7	17	12	138.4	1
11526	532.3	273.2	7	17	12	137.9	1
11532	532.4	273.1	7	17	12	137.5	1
11538	532.5	273.0	7	17	12	137.0	1
11544	532.5	273.0	7	17	12	136.6	1
11551	532.6	272.9	7	17	12	136.1	1
11557	532.6	272.9	7	17	12	135.3	1
11563	532.7	272.8	7	17	12	134.5	1
11569	532.8	272.7	7	17	12	133.6	1
11575	532.8	272.7	7	17	12	132.8	1
11581	532.9	272.6	7	17	12	132.1	1
11587	532.9	272.6	7	17	12	131.2	1
11593	533.0	272.5	7	17	12	130.5	1
11599	533.0	272.5	7	17	12	129.7	1
11606	533.0	272.5	7	17	12	128.9	1
11615	533.1	272.4	7	17	12	127.7	1
11621	533.1	272.4	7	17	12	126.9	1
11627	533.2	272.3	7	17	12	126.2	1
11634	533.2	272.3	7	17	12	125.4	1
11640	533.3	272.2	7	17	12	124.6	1
11646	533.3	272.2	7	17	12	123.9	1
11653	533.3	272.2	7	17	12	123.0	1
11660	533.4	272.1	7	17	12	122.3	1
11666	533.4	272.1	7	17	12	121.5	1
11673	533.4	272.1	7	17	12	120.7	1
11679	533.4	272.1	7	17	12	120.0	1
11686	533.5	272.0	7	17	12	119.3	1
11692	533.5	272.0	7	17	12	118.6	1
11698	533.5	272.0	7	18	12	117.9	1
11705	531.7	272.7	7	18	11	118.7	1
11716	530.6	272.1	7	18	11	118.9	1
11722	530.0	271.8	7	18	11	119.1	1
11728	529.5	271.5	7	18	11	119.2	1
11737	528.7	271.1	7	18	11	117.8	1
11743	528.2	270.8	7	18	11	116.7	1
11750	527.7	270.5	7	18	11	115.6	1
11756	527.2	270.2	7	18	11	114.4	1
11763	526.8	270.0	7	18	12	120.2	1
11770	525.4	270.0	7	17	12	121.1	1
11775	524.4	270.1	7	17	12	121.8	1
11782	523.2	270.1	7	17	12	122.6	1
11789	522.2	270.2	7	17	12	123.3	1
11794	521.3	270.2	7	17	12	124.0	1
11801	520.3	270.3	7	17	12	124.8	1
11807	519.4	270.3	7	17	12	125.5	1
11813	518.6	270.3	7	17	12	126.2	1
11819	517.7	270.4	7	17	12	127.0	1
11825	517.0	270.4	7	17	12	127.7	1
11832	516.2	270.5	7	17	12	128.5	1
11838	515.4	270.5	7	17	12	129.3	1
11844	514.7	270.5	7	17	12	130.0	1
11851	513.9	270.6	7	17	12	130.8	1
11857	513.3	270.6	7	17	12	131.6	1
11864	512.6	270.6	7	17	12	132.4	1
11871	511.9	270.7	7	17	12	133.2	1
11877	511.4	270.7	7	17	12	133.9	1
11884	510.8	270.7	7	17	12	134.7	1
11890	510.2	270.7	7	17	12	135.6	1
11896	509.7	270.8	7	17	12	136.2	1
11903	509.9	270.5	7	17	12	135.5	1
11909	509.4	270.5	7	17	12	135.8	1
11916	509.7	270.2	7	17	12	135.2	1
11925	510.0	269.9	7	17	12	134.4	1
11932	509.5	269.9	7	17	12	134.7	1
11939	509.7	269.7	7	17	12	134.1	1
11946	510.0	269.4	7	17	12	133.5	1
11953	510.2	269.1	7	17	12	132.9	1
11960	510.5	268.9	7	17	12	132.3	1
11967	509.9	269.0	7	17	12	132.7	1
11974	510.1	268.8	7	17	12	132.2	1
11981	509.5	268.9	7	17	12	132.6	1
11988	509.8	268.7	7	17	12	132.0	1
11995	510.0	268.5	7	17	12	131.5	1
12002	509.4	268.6	7	17	12	131.9	1
12014	509.8	268.3	7	17	12	131.1	1
12021	509.2	268.4	7	17	12	131.6	1
12028	509.5	268.2	7	17	12	131.1	1
12036	509.8	268.0	7	17	12	130.6	1
12043	509.2	268.2	7	17	12	131.0	1
12051	509.5	268.0	7	17	12	130.5	1
12058	508.9	268.1	7	17	12	131.0	1
12067	509.3	267.9	7	17	12	130.6	1
12074	509.5	267.7	7	17	12	130.1	1
12085	508.9	267.9	7	17	12	130.7	1
12093	509.3	267.7	7	17	12	130.2	1
12106	509.8	267.4	7	17	12	129.5	1
12114	509.1	267.6	7	17	12	130.1	1
12121	509.4	267.4	7	17	12	129.8	1
12127	509.7	267.3	7	17	12	130.2	1
12133	509.9	267.1	7	17	12	130.7	1
12140	510.1	267.0	7	17	12	131.2	1
12146	510.3	266.9	7	17	12	131.6	1
12153	510.6	266.7	7	17	12	132.1	1
12159	510.7	266.6	7	17	12	132.5	1
12165	510.9	267.5	7	17	11	132.9	1
12172	511.9	267.7	7	17	11	132.4	1
12178	512.7	267.8	7	17	11	132.1	1
12185	513.6	268.0	7	18	11	131.6	1
12191	514.4	268.1	7	18	11	131.2	1
12197	515.1	268.2	7	18	11	130.8	1
12204	516.0	268.3	7	18	11	130.3	1
12210	516.6	268.5	7	18	11	129.8	1
12217	517.4	268.6	7	18	11	129.3	1
12224	517.3	269.5	7	18	10	129.6	1
12231	518.0	269.5	7	18	10	129.0	1
12237	518.7	269.6	7	18	10	128.5	1
12243	519.3	269.7	7	18	10	128.0	1
12250	519.9	269.8	7	18	10	127.4	1
12257	520.5	269.8	7	18	10	126.8	1
12267	521.3	269.9	7	18	10	126.0	1
12273	521.8	270.0	7	18	10	125.4	1
12278	522.2	270.0	7	18	10	124.9	1
12286	522.7	270.1	7	18	10	124.2	1
12291	523.2	270.1	7	18	10	123.7	1
12298	523.6	270.2	7	18	10	123.1	1
12304	524.0	270.2	7	18	10	122.5	1
12310	524.4	270.3	7	18	10	121.9	1
12317	524.8	270.3	7	18	10	121.3	1
12323	525.2	270.4	7	18	10	120.7	1
12330	524.8	270.1	7	18	10	120.8	1
12337	525.2	270.2	7	18	10	120.1	1
12343	524.8	269.9	7	18	10	120.3	1
12352	523.1	270.9	7	18	9	121.6	1
12359	521.8	270.9	7	18	9	122.7	1
12366	520.8	270.9	7	18	9	123.6	1
12374	519.6	271.0	7	18	9	124.8	1
12380	518.7	271.0	7	18	9	125.6	1
12387	517.9	271.0	7	18	9	126.4	1
12393	517.1	271.0	7	18	9	127.3	1
12399	516.3	271.0	7	18	9	128.1	1
12406	515.5	271.0	7	18	9	129.0	1
12413	514.7	271.0	7	18	9	129.9	1
12421	513.8	271.1	7	18	9	131.0	1
12428	513.0	271.1	7	18	9	131.9	1
12436	512.2	271.1	7	18	9	133.0	1
12443	511.6	271.1	7	18	9	133.9	1
12450	510.9	271.1	7	18	9	134.8	1
12459	510.1	271.2	7	18	9	136.0	1
12467	509.6	271.2	7	18	10	154.1	1
12474	511.0	272.0	7	17	10	153.6	1
12480	512.2	272.7	7	17	10	153.1	1
12487	513.4	273.4	7	17	10	152.5	1
12493	514.5	274.1	7	17	10	152.0	1
12501	515.8	274.8	7	17	10	151.4	1
12507	516.9	275.5	7	17	10	150.9	1
12515	517.9	276.0	7	17	10	150.4	1
12524	519.4	276.9	7	17	10	149.6	1
12531	520.3	277.5	7	17	10	149.1	1
12539	521.0	279.0	7	17	10	149.6	1
12545	521.8	279.4	7	17	10	149.1	1
12552	522.7	279.8	7	17	10	148.7	1
12558	523.1	281.0	7	17	10	149.0	1
12565	523.9	281.3	7	17	10	148.6	1
12572	524.6	281.7	7	17	10	148.2	1
12578	525.0	282.7	7	17	10	147.5	1
12584	525.7	283.0	7	17	10	146.6	1
12591	526.4	283.3	7	17	10	145.6	1
12597	526.7	284.3	7	17	10	144.3	1
12604	527.3	284.6	7	17	10	143.4	1
12610	527.9	284.8	7	17	10	142.5	1
12617	528.1	285.8	7	17	10	141.1	1
12624	528.7	285.9	7	17	10	140.2	1
12630	529.2	286.1	7	17	10	139.4	1
12637	529.7	286.2	7	18	10	138.5	1
12643	530.2	286.4	7	18	10	137.7	1
12649	530.6	286.5	7	18	10	136.8	1
12656	531.1	286.7	7	18	10	135.9	1
12662	531.5	286.8	7	18	10	135.1	1
12669	532.0	286.9	7	18	10	134.2	1
12675	532.3	287.1	7	18	10	133.4	1
12685	532.9	287.2	7	18	10	132.2	1
12691	533.2	287.3	7	18	10	131.4	1
12698	533.6	287.4	7	18	10	130.6	1
12704	533.9	287.6	7	18	10	129.8	1
12710	534.2	287.6	7	18	10	129.0	1
12717	534.5	287.7	7	18	10	128.2	1
12724	534.8	287.8	7	18	10	127.4	1
12730	535.1	287.9	7	18	10	126.7	1
12736	535.4	288.0	7	18	10	125.9	1
12743	535.6	288.1	7	18	10	125.2	1
12749	535.9	288.2	7	18	10	124.4	1
12756	536.1	288.2	7	18	10	123.7	1
12762	536.3	288.3	7	18	10	123.0	1
12768	536.6	288.4	7	18	10	122.2	1
12775	536.8	288.4	7	18	10	121.5	1
12781	537.0	288.5	7	18	10	120.9	1
12787	537.2	288.5	7	18	10	120.2	1
12793	537.3	288.6	7	18	10	119.5	1
12801	537.5	288.7	7	18	10	118.8	1
12807	537.7	288.7	7	18	10	118.1	1
12814	537.9	288.8	7	18	10	118.2	1
12821	538.1	288.8	7	18	10	118.3	1
12828	538.2	288.9	7	18	10	118.4	1
12834	538.4	288.9	7	18	10	118.5	1
12841	538.5	289.0	7	18	10	118.6	1
12847	538.6	289.0	7	18	10	118.6	1
12854	538.8	289.0	7	18	10	118.7	1
12864	538.9	289.1	7	18	10	118.7	1
13504	532.3	289.2	7	18	9	120.9	2
13510	530.5	289.2	7	18	9	121.6	2
13520	528.0	289.3	7	18	9	122.6	2
13527	525.9	289.3	7	18	9	123.4	2
13538	523.4	289.4	7	18	9	124.4	2
13545	521.5	289.4	7	18	9	125.3	2
13555	519.5	289.4	7	18	9	126.2	2
13563	517.7	289.5	7	18	9	127.0	2
13571	516.1	289.5	7	18	9	127.8	2
13579	514.5	289.5	7	18	9	128.7	2
13587	513.2	289.5	7	18	9	129.4	2
13595	513.3	289.6	7	18	9	129.5	2
13604	511.7	289.6	7	18	9	130.4	2
13610	511.9	289.6	7	18	9	130.4	2
13617	512.1	289.6	7	18	9	130.5	2
13623	512.2	289.6	7	18	9	130.5	2
13628	512.3	289.6	7	18	9	130.5	2
13635	512.4	289.7	7	18	9	130.5	2
13641	512.6	289.7	7	18	9	130.5	2
13648	511.4	289.7	7	18	9	131.1	2
13656	511.6	289.7	7	18	9	131.1	2
13662	511.8	289.7	7	18	9	130.8	2
13669	511.9	289.7	7	18	9	130.6	2
13676	512.1	289.7	7	18	9	130.3	2
13683	510.8	289.7	7	18	9	130.0	2
13690	511.0	289.8	7	18	9	129.8	2
13696	511.2	289.8	7	18	9	129.5	2
13703	511.4	289.8	7	18	9	129.3	2
13709	510.4	289.8	7	18	9	129.0	2
13717	510.6	289.8	7	18	9	128.8	2
13723	510.8	289.8	7	18	9	128.5	2
13729	511.0	289.8	7	18	9	128.3	2
13736	509.9	289.8	7	19	9	128.1	2
13741	510.1	289.8	7	19	9	127.8	2
13747	510.3	289.8	7	19	9	127.6	2
13754	510.5	289.8	7	19	9	127.4	2
13760	509.6	289.8	7	19	9	127.2	2
13766	509.8	289.9	7	19	9	126.9	2
13773	510.1	289.9	7	19	9	126.7	2
13778	510.3	289.9	7	19	9	126.5	2
13785	509.2	289.9	7	19	10	126.3	2
13791	510.3	290.7	7	18	10	126.9	2
13798	511.4	291.6	7	18	10	127.5	2
13805	512.4	292.4	7	18	10	128.1	2
13811	513.3	293.1	7	18	10	128.7	2
13817	514.3	293.8	7	18	10	129.3	2
13824	515.2	294.5	7	18	10	128.9	2
13829	516.0	295.1	7	18	10	128.5	2
13837	517.0	295.9	7	18	10	128.0	2
13843	517.7	296.5	7	18	10	127.6	2
13850	518.5	297.1	7	18	10	127.2	2
13856	519.3	297.7	7	18	10	126.8	2
13862	519.1	298.5	7	18	10	127.3	2
13869	519.9	299.0	7	18	10	127.0	2
13874	519.7	299.8	7	18	10	127.5	2
13881	520.4	300.2	7	18	10	127.2	2
13887	521.0	300.7	7	18	10	126.8	2
13893	520.8	301.4	7	18	10	127.4	2
13900	521.5	301.8	7	18	10	127.0	2
13906	522.1	302.2	7	18	10	126.7	2
13912	521.9	302.9	7	18	10	127.3	2
13920	522.6	303.3	7	18	10	127.0	2
13927	523.2	303.6	7	18	10	126.7	2
13933	522.9	304.3	7	18	10	127.4	2
13940	523.5	304.6	7	18	10	127.2	2
13946	524.0	304.9	7	18	10	127.0	2
13953	524.5	305.1	7	18	10	126.8	2
13959	525.0	305.4	7	18	10	126.6	2
13967	524.6	306.0	7	18	10	127.3	2
13973	525.1	306.3	7	18	10	127.2	2
13980	525.6	306.5	7	18	10	127.0	2
13987	526.1	306.7	7	18	10	126.8	2
13994	526.5	306.9	7	18	10	126.7	2
14001	527.0	307.1	7	18	10	126.6	2
14008	526.5	307.6	7	18	10	127.4	2
14014	526.9	307.8	7	18	10	127.3	2
14020	527.3	307.9	7	18	10	127.2	2
14026	527.7	308.1	7	18	10	127.1	2
14036	528.2	308.2	7	18	10	127.0	2
14042	527.7	308.7	7	18	10	127.7	2
14048	528.1	308.8	7	18	10	127.7	2
14054	528.4	308.9	7	18	10	127.7	2
14060	528.8	309.0	7	18	10	127.7	2
14068	529.1	309.1	7	18	10	127.7	2
14074	529.4	309.2	7	18	10	127.7	2
14080	528.9	309.6	7	18	10	128.4	2
14087	529.2	309.7	7	18	10	128.5	2
14093	529.5	309.8	7	18	10	128.5	2
14099	529.8	309.8	7	18	10	128.6	2
14106	529.2	310.2	7	18	10	129.4	2
14112	529.5	310.3	7	18	10	129.5	2
14119	528.9	310.7	7	18	10	130.4	2
14126	528.4	311.1	7	18	10	131.3	2
14133	528.7	311.1	7	18	10	131.4	2
14139	528.2	311.5	7	18	10	130.2	2
14146	528.5	311.5	7	18	10	128.9	2
14153	527.9	311.9	7	18	10	127.3	2
14158	528.3	311.9	7	18	10	126.1	2
14165	528.6	311.9	7	18	10	124.8	2
14172	528.0	312.2	7	18	10	123.2	2
14177	528.3	312.2	7	18	10	122.0	2
14185	528.7	312.2	7	18	10	120.3	2
14191	528.2	310.1	7	18	9	121.3	2
14202	528.8	310.2	7	18	9	119.0	2
14208	529.1	310.2	7	19	9	117.7	2
14219	529.6	310.3	7	19	9	115.4	2
14225	529.8	310.3	7	19	9	114.2	2
14231	530.1	310.4	7	19	9	112.8	2
14239	530.4	310.4	7	19	9	111.3	2
14245	529.8	308.3	7	19	9	112.3	2
